dataset_id,sample_id,method,sender_id,receiver_id,score,distance,mechanism,sender_type,receiver_type
demo_ds1,s1,ours,s1_S01,s1_R03,0.1993692125282762,0.56470722145575,secretion,Stromal,Endo
demo_ds1,s1,ours,s1_S01,s1_R04,0.0,0.6738210509788465,contact,Stromal,Stromal
demo_ds1,s1,ours,s1_S01,s1_R05,0.2645149925362832,0.48547715276843817,secretion,Stromal,Endo
demo_ds1,s1,ours,s1_S01,s1_R06,0.1630854101405737,0.5884088657900979,secretion,Stromal,Endo
demo_ds1,s1,ours,s1_S01,s1_R07,0.1867892330856796,0.5944321882925305,secretion,Stromal,Tumor
demo_ds1,s1,ours,s1_S01,s1_R08,0.06266312274837678,0.5936010912634168,contact,Stromal,Endo
demo_ds1,s1,ours,s1_S01,s1_R09,0.0,0.5230885366639164,contact,Stromal,Stromal
demo_ds1,s1,ours,s1_S01,s1_R10,0.19564994221618812,0.7454870598971137,secretion,Stromal,Tumor
demo_ds1,s1,ours,s1_S01,s1_R11,0.05629754727307211,0.7121692040347088,contact,Stromal,Tumor
demo_ds1,s1,ours,s1_S01,s1_R12,0.1309159273002777,0.7248620871503435,secretion,Stromal,Stromal
demo_ds1,s1,ours,s1_S01,s1_R13,0.0953663655198029,0.8440354173515474,secretion,Stromal,Endo
demo_ds1,s1,ours,s1_S01,s1_R14,0.12165954128891579,0.6684243443263715,contact,Stromal,Stromal
demo_ds1,s1,ours,s1_S01,s1_R15,0.01474791482962895,0.7046823615191274,secretion,Stromal,Tumor
demo_ds1,s1,ours,s1_S01,s1_R16,0.0,0.7339282056431833,contact,Stromal,Stromal
demo_ds1,s1,ours,s1_S01,s1_R17,0.0,0.8391041951022711,secretion,Stromal,Tumor
demo_ds1,s1,ours,s1_S01,s1_R18,0.11418185455890531,0.7274115522668458,secretion,Stromal,Endo
demo_ds1,s1,ours,s1_S01,s1_R19,0.0,0.8168638920891405,secretion,Stromal,Stromal
demo_ds1,s1,ours,s1_S02,s1_R00,0.0880801199810297,0.5643452869998308,secretion,Tcell,Stromal
demo_ds1,s1,ours,s1_S02,s1_R01,0.2169732519326814,0.5659579395620011,secretion,Tcell,Stromal
demo_ds1,s1,ours,s1_S02,s1_R02,0.18464012227061732,0.47918736884855273,secretion,Tcell,Endo
demo_ds1,s1,ours,s1_S02,s1_R03,0.1617390073881674,0.5721187347012374,secretion,Tcell,Endo
demo_ds1,s1,ours,s1_S02,s1_R04,0.11279239659222907,0.6796162112449826,contact,Tcell,Stromal
demo_ds1,s1,ours,s1_S02,s1_R05,0.2666698704069606,0.49297868698306885,secretion,Tcell,Endo
demo_ds1,s1,ours,s1_S02,s1_R06,0.0,0.5949480229586993,contact,Tcell,Endo
demo_ds1,s1,ours,s1_S02,s1_R07,0.004532555538527173,0.6006852950756429,contact,Tcell,Tumor
demo_ds1,s1,ours,s1_S02,s1_R08,0.2136630740245227,0.5999858173570906,secretion,Tcell,Endo
demo_ds1,s1,ours,s1_S02,s1_R09,0.0,0.5312452882729494,contact,Tcell,Stromal
demo_ds1,s1,ours,s1_S02,s1_R10,0.0,0.7574507122173239,contact,Tcell,Tumor
demo_ds1,s1,ours,s1_S02,s1_R11,0.0,0.7242515346683085,contact,Tcell,Tumor
demo_ds1,s1,ours,s1_S02,s1_R12,0.042558581726791785,0.7366023176286469,contact,Tcell,Stromal
demo_ds1,s1,ours,s1_S02,s1_R13,0.0005464857568611182,0.8558334923524934,contact,Tcell,Endo
demo_ds1,s1,ours,s1_S02,s1_R14,0.028697347878713853,0.6801075166769802,contact,Tcell,Stromal
demo_ds1,s1,ours,s1_S02,s1_R15,0.0,0.7169533490842331,contact,Tcell,Tumor
demo_ds1,s1,ours,s1_S02,s1_R16,0.0,0.7456751691883517,contact,Tcell,Stromal
demo_ds1,s1,ours,s1_S02,s1_R17,0.04660082892317369,0.8510493808836144,contact,Tcell,Tumor
demo_ds1,s1,ours,s1_S02,s1_R18,0.14565765276739662,0.7392480952243442,secretion,Tcell,Endo
demo_ds1,s1,ours,s1_S02,s1_R19,0.027911225750175538,0.8283137046902725,secretion,Tcell,Stromal
demo_ds1,s1,ours,s1_S03,s1_R00,0.24691416807953478,0.4234247561852119,secretion,Myeloid,Stromal
demo_ds1,s1,ours,s1_S03,s1_R01,0.07015980045249762,0.4311080405979008,contact,Myeloid,Stromal
demo_ds1,s1,ours,s1_S03,s1_R02,0.45926151748584365,0.33592068162674,secretion,Myeloid,Endo
demo_ds1,s1,ours,s1_S03,s1_R03,0.1906633262091591,0.42943422505697487,secretion,Myeloid,Endo
demo_ds1,s1,ours,s1_S03,s1_R04,0.28777873221987943,0.5412516408250744,secretion,Myeloid,Stromal
demo_ds1,s1,ours,s1_S03,s1_R05,0.38177656024896783,0.35017299323373313,secretion,Myeloid,Endo
demo_ds1,s1,ours,s1_S03,s1_R06,0.00939103559224896,0.4541892789558113,contact,Myeloid,Endo
demo_ds1,s1,ours,s1_S03,s1_R07,0.2817974792819596,0.46080380984518576,secretion,Myeloid,Tumor
demo_ds1,s1,ours,s1_S03,s1_R08,0.07318558333190617,0.4596847631750384,contact,Myeloid,Endo
demo_ds1,s1,ours,s1_S03,s1_R09,0.3147807737963372,0.3879647365333703,secretion,Myeloid,Stromal
demo_ds1,s1,ours,s1_S03,s1_R10,0.20140899925904224,0.6419903759819007,secretion,Myeloid,Tumor
demo_ds1,s1,ours,s1_S03,s1_R11,0.15580814210775162,0.612695032918424,secretion,Myeloid,Tumor
demo_ds1,s1,ours,s1_S03,s1_R12,0.11249952977077116,0.6159696692961736,secretion,Myeloid,Stromal
demo_ds1,s1,ours,s1_S03,s1_R13,0.11021182299435595,0.7357216352899567,secretion,Myeloid,Endo
demo_ds1,s1,ours,s1_S03,s1_R14,0.03950977279785663,0.5587379067028218,contact,Myeloid,Stromal
demo_ds1,s1,ours,s1_S03,s1_R15,0.0,0.613571644874983,contact,Myeloid,Tumor
demo_ds1,s1,ours,s1_S03,s1_R16,0.0,0.6251208137575284,contact,Myeloid,Stromal
demo_ds1,s1,ours,s1_S03,s1_R17,0.1702020696321279,0.7344694719059832,secretion,Myeloid,Tumor
demo_ds1,s1,ours,s1_S03,s1_R18,0.0,0.6207118137195989,contact,Myeloid,Endo
demo_ds1,s1,ours,s1_S03,s1_R19,0.03184770111348777,0.7020300569503037,contact,Myeloid,Stromal
demo_ds1,s1,ours,s1_S04,s1_R00,0.11395728137772639,0.5422623989231614,contact,Tcell,Stromal
demo_ds1,s1,ours,s1_S04,s1_R01,0.32580938242727975,0.5435782689764108,secretion,Tcell,Stromal
demo_ds1,s1,ours,s1_S04,s1_R02,0.0,0.4580675896479635,contact,Tcell,Endo
demo_ds1,s1,ours,s1_S04,s1_R03,0.2998668873615222,0.5503968026174122,secretion,Tcell,Endo
demo_ds1,s1,ours,s1_S04,s1_R04,0.10201943395732947,0.6573145006823967,secretion,Tcell,Stromal
demo_ds1,s1,ours,s1_S04,s1_R05,0.2646791177075815,0.47131997632802997,secretion,Tcell,Endo
demo_ds1,s1,ours,s1_S04,s1_R06,0.0,0.572839967104003,contact,Tcell,Endo
demo_ds1,s1,ours,s1_S04,s1_R07,0.21416459285413267,0.578489650160184,secretion,Tcell,Tumor
demo_ds1,s1,ours,s1_S04,s1_R08,0.21241964626660886,0.5778281173366094,secretion,Tcell,Endo
demo_ds1,s1,ours,s1_S04,s1_R09,0.0,0.5100191142256315,contact,Tcell,Stromal
demo_ds1,s1,ours,s1_S04,s1_R10,0.06165831033854073,0.74362644535439,contact,Tcell,Tumor
demo_ds1,s1,ours,s1_S04,s1_R11,0.061232320250152183,0.7111279992211804,secretion,Tcell,Tumor
demo_ds1,s1,ours,s1_S04,s1_R12,0.1328722117852244,0.7217384459218532,contact,Tcell,Stromal
demo_ds1,s1,ours,s1_S04,s1_R13,0.0,0.8411830841031256,contact,Tcell,Endo
demo_ds1,s1,ours,s1_S04,s1_R14,0.08667510759926075,0.6650321956975845,secretion,Tcell,Stromal
demo_ds1,s1,ours,s1_S04,s1_R15,0.1543714579431911,0.7053206353222943,secretion,Tcell,Tumor
demo_ds1,s1,ours,s1_S04,s1_R16,0.13276186371695378,0.7308364559090488,secretion,Tcell,Stromal
demo_ds1,s1,ours,s1_S04,s1_R17,0.0,0.8371009662527606,contact,Tcell,Tumor
demo_ds1,s1,ours,s1_S04,s1_R18,0.014891803409520232,0.7248033935051843,secretion,Tcell,Endo
demo_ds1,s1,ours,s1_S04,s1_R19,0.10325823493010179,0.8123546582950364,secretion,Tcell,Stromal
demo_ds1,s1,ours,s1_S05,s1_R00,0.0,0.4829504154192109,contact,Tcell,Stromal
demo_ds1,s1,ours,s1_S05,s1_R01,0.23671086410471764,0.4939899693946249,secretion,Tcell,Stromal
demo_ds1,s1,ours,s1_S05,s1_R02,0.2744815232149176,0.38926568543103973,secretion,Tcell,Endo
demo_ds1,s1,ours,s1_S05,s1_R03,0.05663271046168436,0.4862537989311396,contact,Tcell,Endo
demo_ds1,s1,ours,s1_S05,s1_R04,0.2491698167033063,0.602447987940122,secretion,Tcell,Stromal
demo_ds1,s1,ours,s1_S05,s1_R05,0.0,0.40695781947324733,contact,Tcell,Endo
demo_ds1,s1,ours,s1_S05,s1_R06,0.07437898146542349,0.5137928238960616,contact,Tcell,Endo
demo_ds1,s1,ours,s1_S05,s1_R07,0.21436856255127604,0.5211544440139624,secretion,Tcell,Tumor
demo_ds1,s1,ours,s1_S05,s1_R08,0.264239770993942,0.5196948403421681,secretion,Tcell,Endo
demo_ds1,s1,ours,s1_S05,s1_R09,0.06350887202723204,0.4417297752275554,contact,Tcell,Stromal
demo_ds1,s1,ours,s1_S05,s1_R10,0.11348858058873969,0.6605329843386548,secretion,Tcell,Tumor
demo_ds1,s1,ours,s1_S05,s1_R11,0.10869424338839614,0.6282173352132866,secretion,Tcell,Tumor
demo_ds1,s1,ours,s1_S05,s1_R12,0.06597749326374451,0.6386569426983181,secretion,Tcell,Stromal
demo_ds1,s1,ours,s1_S05,s1_R13,0.06466172353036914,0.7580730110825331,secretion,Tcell,Endo
demo_ds1,s1,ours,s1_S05,s1_R14,0.12124350556267544,0.581994532018972,secretion,Tcell,Stromal
demo_ds1,s1,ours,s1_S05,s1_R15,0.227894375474536,0.6232361937888081,secretion,Tcell,Tumor
demo_ds1,s1,ours,s1_S05,s1_R16,0.1573554546866281,0.6477507772926026,secretion,Tcell,Stromal
demo_ds1,s1,ours,s1_S05,s1_R17,0.010518874927671494,0.7539882144917631,contact,Tcell,Tumor
demo_ds1,s1,ours,s1_S05,s1_R18,0.10416636516451458,0.6416750357239687,secretion,Tcell,Endo
demo_ds1,s1,ours,s1_S05,s1_R19,0.1738053285763166,0.729703811238082,secretion,Tcell,Stromal
demo_ds1,s1,ours,s1_S06,s1_R00,0.11482175519670497,0.5596550711572098,secretion,Myeloid,Stromal
demo_ds1,s1,ours,s1_S06,s1_R01,0.07567202719710094,0.5660536860871765,secretion,Myeloid,Stromal
demo_ds1,s1,ours,s1_S06,s1_R02,0.0688339069306285,0.4690673412667646,contact,Myeloid,Endo
demo_ds1,s1,ours,s1_S06,s1_R03,0.1293395102389342,0.5648039177058507,secretion,Myeloid,Endo
demo_ds1,s1,ours,s1_S06,s1_R04,0.11540278310356988,0.6773371329147908,secretion,Myeloid,Stromal
demo_ds1,s1,ours,s1_S06,s1_R05,0.0,0.4854730752295916,contact,Myeloid,Endo
demo_ds1,s1,ours,s1_S06,s1_R06,0.0,0.5904323681834038,contact,Myeloid,Endo
demo_ds1,s1,ours,s1_S06,s1_R07,0.042886270254139644,0.5970636872366342,contact,Myeloid,Tumor
demo_ds1,s1,ours,s1_S06,s1_R08,0.18925378458813,0.5959522267488736,secretion,Myeloid,Endo
demo_ds1,s1,ours,s1_S06,s1_R09,0.230698972267695,0.5214594149758187,secretion,Myeloid,Stromal
demo_ds1,s1,ours,s1_S06,s1_R10,0.0,0.7312408153320479,contact,Myeloid,Tumor
demo_ds1,s1,ours,s1_S06,s1_R11,0.0,0.697242175054515,contact,Myeloid,Tumor
demo_ds1,s1,ours,s1_S06,s1_R12,0.05988514750896972,0.7117598907896922,contact,Myeloid,Stromal
demo_ds1,s1,ours,s1_S06,s1_R13,0.0,0.8306135049814276,contact,Myeloid,Endo
demo_ds1,s1,ours,s1_S06,s1_R14,0.0,0.6556143565670561,contact,Myeloid,Stromal
demo_ds1,s1,ours,s1_S06,s1_R15,0.041203131725200084,0.688394998039608,contact,Myeloid,Tumor
demo_ds1,s1,ours,s1_S06,s1_R16,0.0,0.7207903603153976,contact,Myeloid,Stromal
demo_ds1,s1,ours,s1_S06,s1_R17,0.0,0.8249296758496834,contact,Myeloid,Tumor
demo_ds1,s1,ours,s1_S06,s1_R18,0.07118425877992623,0.7138391072531771,secretion,Myeloid,Endo
demo_ds1,s1,ours,s1_S06,s1_R19,0.16362441530700378,0.8050081302696512,secretion,Myeloid,Stromal
demo_ds1,s1,ours,s1_S07,s1_R00,0.22456936554767246,0.46218474473602916,secretion,Stromal,Stromal
demo_ds1,s1,ours,s1_S07,s1_R01,0.0,0.4683781998835891,contact,Stromal,Stromal
demo_ds1,s1,ours,s1_S07,s1_R02,0.3416982972691569,0.3748230234206928,secretion,Stromal,Endo
demo_ds1,s1,ours,s1_S07,s1_R03,0.009433971688116835,0.4684869788285442,contact,Stromal,Endo
demo_ds1,s1,ours,s1_S07,s1_R04,0.0,0.5794722408361623,contact,Stromal,Stromal
demo_ds1,s1,ours,s1_S07,s1_R05,0.3356653857638643,0.3892325335891768,secretion,Stromal,Endo
demo_ds1,s1,ours,s1_S07,s1_R06,0.0,0.492922505615589,contact,Stromal,Endo
demo_ds1,s1,ours,s1_S07,s1_R07,0.0,0.49934817209246196,contact,Stromal,Tumor
demo_ds1,s1,ours,s1_S07,s1_R08,0.23743126280162982,0.4983216782278165,secretion,Stromal,Endo
demo_ds1,s1,ours,s1_S07,s1_R09,0.0,0.4269240471236105,contact,Stromal,Stromal
demo_ds1,s1,ours,s1_S07,s1_R10,0.0,0.6704131285605875,contact,Stromal,Tumor
demo_ds1,s1,ours,s1_S07,s1_R11,0.016227389811203613,0.6397555917784716,contact,Stromal,Tumor
demo_ds1,s1,ours,s1_S07,s1_R12,0.016316550501621438,0.6461094608429849,contact,Stromal,Stromal
demo_ds1,s1,ours,s1_S07,s1_R13,0.13809466287453812,0.765836258411085,secretion,Stromal,Endo
demo_ds1,s1,ours,s1_S07,s1_R14,0.16463775128258826,0.5890407669990365,secretion,Stromal,Stromal
demo_ds1,s1,ours,s1_S07,s1_R15,0.202238424199114,0.6379323495443506,secretion,Stromal,Tumor
demo_ds1,s1,ours,s1_S07,s1_R16,0.13525974278269112,0.6552471690293621,secretion,Stromal,Stromal
demo_ds1,s1,ours,s1_S07,s1_R17,0.04256451848907911,0.7633991825030084,contact,Stromal,Tumor
demo_ds1,s1,ours,s1_S07,s1_R18,0.02271519107937937,0.6501413617088885,contact,Stromal,Endo
demo_ds1,s1,ours,s1_S07,s1_R19,0.05943651901391418,0.7342221371242766,secretion,Stromal,Stromal
demo_ds1,s1,ours,s1_S08,s1_R00,0.2593263597415838,0.5384054753201747,secretion,Stromal,Stromal
demo_ds1,s1,ours,s1_S08,s1_R01,0.31419417302192454,0.5320733960816973,secretion,Stromal,Stromal
demo_ds1,s1,ours,s1_S08,s1_R02,0.0,0.46390173534717455,contact,Stromal,Endo
demo_ds1,s1,ours,s1_S08,s1_R03,0.20775268337539243,0.5507246434300339,secretion,Stromal,Endo
demo_ds1,s1,ours,s1_S08,s1_R04,0.20967756217403932,0.6488533873312394,secretion,Stromal,Stromal
demo_ds1,s1,ours,s1_S08,s1_R05,0.045502470361099175,0.4727091471602097,contact,Stromal,Endo
demo_ds1,s1,ours,s1_S08,s1_R06,0.05605654666277496,0.5684677872160565,contact,Stromal,Endo
demo_ds1,s1,ours,s1_S08,s1_R07,0.0,0.5726434554100724,contact,Stromal,Tumor
demo_ds1,s1,ours,s1_S08,s1_R08,0.20939479692272137,0.5726464694924229,secretion,Stromal,Endo
demo_ds1,s1,ours,s1_S08,s1_R09,0.16057644311126335,0.5147479223119785,secretion,Stromal,Stromal
demo_ds1,s1,ours,s1_S08,s1_R10,0.0,0.775318827076562,secretion,Stromal,Tumor
demo_ds1,s1,ours,s1_S08,s1_R11,0.04667050032017553,0.7444631768523302,contact,Stromal,Tumor
demo_ds1,s1,ours,s1_S08,s1_R12,0.15439345661665582,0.7509542729099614,secretion,Stromal,Stromal
demo_ds1,s1,ours,s1_S08,s1_R13,0.023622430175852506,0.8706946188186635,contact,Stromal,Endo
demo_ds1,s1,ours,s1_S08,s1_R14,0.24550788807277407,0.6938516142076763,secretion,Stromal,Stromal
demo_ds1,s1,ours,s1_S08,s1_R15,0.04912762561023571,0.7417084762742131,contact,Stromal,Tumor
demo_ds1,s1,ours,s1_S08,s1_R16,0.04470628046430463,0.7600949196178646,contact,Stromal,Stromal
demo_ds1,s1,ours,s1_S08,s1_R17,0.07646716809466113,0.8683261645764389,secretion,Stromal,Tumor
demo_ds1,s1,ours,s1_S08,s1_R18,0.15441596580828895,0.7550592357195928,secretion,Stromal,Endo
demo_ds1,s1,ours,s1_S08,s1_R19,0.0528268290518598,0.8384201745280829,secretion,Stromal,Stromal
demo_ds1,s1,ours,s1_S09,s1_R00,0.07902927720996857,0.5936002518559675,contact,Myeloid,Stromal
demo_ds1,s1,ours,s1_S09,s1_R01,0.0,0.5833531340931516,contact,Myeloid,Stromal
demo_ds1,s1,ours,s1_S09,s1_R02,0.012705331641453516,0.5225350974007787,contact,Myeloid,Endo
demo_ds1,s1,ours,s1_S09,s1_R03,0.0,0.6075481972113533,contact,Myeloid,Endo
demo_ds1,s1,ours,s1_S09,s1_R04,0.048701132313261467,0.7014813239180947,contact,Myeloid,Stromal
demo_ds1,s1,ours,s1_S09,s1_R05,0.0,0.5300784388257294,contact,Myeloid,Endo
demo_ds1,s1,ours,s1_S09,s1_R06,0.20173779329718033,0.6233494168028029,secretion,Myeloid,Endo
demo_ds1,s1,ours,s1_S09,s1_R07,0.15142724739135555,0.6268250910840606,secretion,Myeloid,Tumor
demo_ds1,s1,ours,s1_S09,s1_R08,0.05447285059939772,0.6271440565928879,contact,Myeloid,Endo
demo_ds1,s1,ours,s1_S09,s1_R09,0.2419148287924308,0.5730123912340166,secretion,Myeloid,Stromal
demo_ds1,s1,ours,s1_S09,s1_R10,0.1556270830797437,0.8332076965052727,secretion,Myeloid,Tumor
demo_ds1,s1,ours,s1_S09,s1_R11,0.1409945858647229,0.8016863248901357,secretion,Myeloid,Tumor
demo_ds1,s1,ours,s1_S09,s1_R12,0.02644768295716636,0.8096357902411434,contact,Myeloid,Stromal
demo_ds1,s1,ours,s1_S09,s1_R13,0.0,0.9293274502248328,contact,Myeloid,Endo
demo_ds1,s1,ours,s1_S09,s1_R14,0.0,0.7526211328724787,contact,Myeloid,Stromal
demo_ds1,s1,ours,s1_S09,s1_R15,0.002242190742013539,0.7974131999577193,contact,Myeloid,Tumor
demo_ds1,s1,ours,s1_S09,s1_R16,0.05160412987895567,0.8187675313582147,secretion,Myeloid,Stromal
demo_ds1,s1,ours,s1_S09,s1_R17,0.03271257322537236,0.9264109202850817,contact,Myeloid,Tumor
demo_ds1,s1,ours,s1_S09,s1_R18,0.0762149069469235,0.8134314376328227,secretion,Myeloid,Endo
demo_ds1,s1,ours,s1_S09,s1_R19,0.0,0.8978568514019781,contact,Myeloid,Stromal
demo_ds1,s1,ours,s1_S10,s1_R00,0.12566723347290454,0.6440822054822702,contact,Myeloid,Stromal
demo_ds1,s1,ours,s1_S10,s1_R01,0.1253791345204403,0.6952631865423267,contact,Myeloid,Stromal
demo_ds1,s1,ours,s1_S10,s1_R02,0.0561039306454967,0.5218404850836995,contact,Myeloid,Endo
demo_ds1,s1,ours,s1_S10,s1_R03,0.1642255409591337,0.621222707145978,secretion,Myeloid,Endo
demo_ds1,s1,ours,s1_S10,s1_R04,0.08015611691417032,0.7650436910859192,contact,Myeloid,Stromal
demo_ds1,s1,ours,s1_S10,s1_R05,0.0,0.5600590382648426,contact,Myeloid,Endo
demo_ds1,s1,ours,s1_S10,s1_R06,0.19445423907917175,0.6703158893644641,secretion,Myeloid,Endo
demo_ds1,s1,ours,s1_S10,s1_R07,0.0,0.6846698743061765,contact,Myeloid,Tumor
demo_ds1,s1,ours,s1_S10,s1_R08,0.0,0.6796348030168935,contact,Myeloid,Endo
demo_ds1,s1,ours,s1_S10,s1_R09,0.19213376785600958,0.5623036278874914,secretion,Myeloid,Stromal
demo_ds1,s1,ours,s1_S10,s1_R10,0.1402956003536449,0.5015455520797684,contact,Myeloid,Tumor
demo_ds1,s1,ours,s1_S10,s1_R11,0.17116022393368893,0.4583604562469284,secretion,Myeloid,Tumor
demo_ds1,s1,ours,s1_S10,s1_R12,0.0,0.5080124144088307,contact,Myeloid,Stromal
demo_ds1,s1,ours,s1_S10,s1_R13,0.11200542284784465,0.6055699327076797,secretion,Myeloid,Endo
demo_ds1,s1,ours,s1_S10,s1_R14,0.24403245217519254,0.4674621018929235,secretion,Myeloid,Stromal
demo_ds1,s1,ours,s1_S10,s1_R15,0.0,0.42186937811021846,contact,Myeloid,Tumor
demo_ds1,s1,ours,s1_S10,s1_R16,0.09835031420635564,0.5149545681800771,contact,Myeloid,Stromal
demo_ds1,s1,ours,s1_S10,s1_R17,0.07837432419974526,0.5857599300813238,contact,Myeloid,Tumor
demo_ds1,s1,ours,s1_S10,s1_R18,0.04853645005930944,0.5003125546114614,contact,Myeloid,Endo
demo_ds1,s1,ours,s1_S10,s1_R19,0.0,0.6130007442240328,contact,Myeloid,Stromal
demo_ds1,s1,ours,s1_S11,s1_R00,0.0,0.6417682444695729,contact,Myeloid,Stromal
demo_ds1,s1,ours,s1_S11,s1_R01,0.06606389981754274,0.6970600020134875,contact,Myeloid,Stromal
demo_ds1,s1,ours,s1_S11,s1_R02,0.05801930768304524,0.5196665485674576,contact,Myeloid,Endo
demo_ds1,s1,ours,s1_S11,s1_R03,0.2116693246046176,0.6161517300795396,secretion,Myeloid,Endo
demo_ds1,s1,ours,s1_S11,s1_R04,0.08195703221102053,0.7605031847857994,contact,Myeloid,Stromal
demo_ds1,s1,ours,s1_S11,s1_R05,0.17889182755457725,0.55910685524652,secretion,Myeloid,Endo
demo_ds1,s1,ours,s1_S11,s1_R06,0.0,0.6668033333891586,contact,Myeloid,Endo
demo_ds1,s1,ours,s1_S11,s1_R07,0.19280087137002,0.6817459806012668,secretion,Myeloid,Tumor
demo_ds1,s1,ours,s1_S11,s1_R08,0.13509569550696143,0.6763577183793378,secretion,Myeloid,Endo
demo_ds1,s1,ours,s1_S11,s1_R09,0.011575461364323754,0.5571484883661327,contact,Myeloid,Stromal
demo_ds1,s1,ours,s1_S11,s1_R10,0.18450263879494871,0.46438525284976584,secretion,Myeloid,Tumor
demo_ds1,s1,ours,s1_S11,s1_R11,0.29953499680362594,0.4208953098349945,secretion,Myeloid,Tumor
demo_ds1,s1,ours,s1_S11,s1_R12,0.295936605763687,0.4737550055270768,secretion,Myeloid,Stromal
demo_ds1,s1,ours,s1_S11,s1_R13,0.0,0.5675209496402781,contact,Myeloid,Endo
demo_ds1,s1,ours,s1_S11,s1_R14,0.0,0.4360585793737591,contact,Myeloid,Stromal
demo_ds1,s1,ours,s1_S11,s1_R15,0.0,0.38186300770770437,contact,Myeloid,Tumor
demo_ds1,s1,ours,s1_S11,s1_R16,0.024343487477489843,0.4803171975486404,contact,Myeloid,Stromal
demo_ds1,s1,ours,s1_S11,s1_R17,0.025929481133732106,0.546498178682882,contact,Myeloid,Tumor
demo_ds1,s1,ours,s1_S11,s1_R18,0.29717490695598014,0.465044026255496,secretion,Myeloid,Endo
demo_ds1,s1,ours,s1_S11,s1_R19,0.0,0.5783654428509604,contact,Myeloid,Stromal
demo_ds1,s1,ours,s1_S12,s1_R00,0.0,0.7197596664097824,contact,Tcell,Stromal
demo_ds1,s1,ours,s1_S12,s1_R01,0.0,0.7783415919247235,contact,Tcell,Stromal
demo_ds1,s1,ours,s1_S12,s1_R02,0.0,0.5984358022058825,contact,Tcell,Endo
demo_ds1,s1,ours,s1_S12,s1_R03,0.0,0.6916170964319335,contact,Tcell,Endo
demo_ds1,s1,ours,s1_S12,s1_R04,0.0,0.835854093717953,contact,Tcell,Stromal
demo_ds1,s1,ours,s1_S12,s1_R05,0.028787869066664182,0.6386998032020275,contact,Tcell,Endo
demo_ds1,s1,ours,s1_S12,s1_R06,0.01472922644073335,0.7435555709886712,contact,Tcell,Endo
demo_ds1,s1,ours,s1_S12,s1_R07,0.0983311176799089,0.7589967894475774,secretion,Tcell,Tumor
demo_ds1,s1,ours,s1_S12,s1_R08,0.0,0.7532947004039342,contact,Tcell,Endo
demo_ds1,s1,ours,s1_S12,s1_R09,0.09992557843715741,0.6328856916117943,secretion,Tcell,Stromal
demo_ds1,s1,ours,s1_S12,s1_R10,0.0,0.4834254142342813,contact,Tcell,Tumor
demo_ds1,s1,ours,s1_S12,s1_R11,0.3362219940078732,0.4399877410535699,secretion,Tcell,Tumor
